#Social Body Lab - TTCResearch: https://github.com/Social-Body-Lab/TTCResearch
#Authors: Emma Cohen (emma.cohen@anthro.ox.ac.uk), Arran J. Davis (arran.davis@anthro.ox.ac.uk | davis.arran@gmail.com), Jacob Taylor (jacob.taylor@anthro.ox.ac.uk)
"GeneralIndex","TeamIDVar","Sex","Q1.2TTDistance","Q1.3.1Optim","Q1.3.2Useful","Q1.3.3Relax","Q1.3.4Interest","Q1.3.5Energy","Q1.3.6Probl","Q1.3.7Clear","Q1.4.1Good","Q1.4.2Close","Q1.4.3Confi","Q1.4.4Mind","Q1.4.5Love","Q1.4.6NewInt","Q1.4.7Cheer","Q231Panicky","Q232Lively","Q233Confused","Q34Worn","Q235Depres","Q236Down","Q23a.1Annoy","Q23a.2Exhaust","Q23a.3Mix","Q23a.4Sleep","Q23a.5Bitter","Q23a.6Unhap","Q23b.1Worr","Q23b.2Energ","Q23b.3Mis","Q23b.4Muddl","Q23b.5Nerv","Q23b.6Angry","Q23c.1Acti","Q23c.2Anx","Q23c.3BadT","Q23c.4Tire","Q23c.5Alert","Q23c.6Uncet","Q2.4Circles","Q251Rely","Q251Rely.R.","Q252Cont","Q253TWork","Q254Coop","Q254Coop.R.","Q261Close","Q262Simi","Q263Talk","Q264Enjoy","Q265Thing","Q266Valu","Q266Valu.R.","Q267Oft","Q268Like","Q26a.1Personal","Q26a.2Relat","Q26a.3Attit","Q26a.4Opin","Q26a.5Import","Q26a.6EDay","Q26a.7Simi","Q271Conn","Q272Bond","Q273Commi","Q281.impact","Q282threat","Q283Affect","Q284Excite","Q285Anx","Q286Conse","Q28a.1nega","Q28a.2Impli","Q28a.3Eager","Q28a.4Long","Q28a.5Stron","Q28a.6nega","Q291Able","Q292Prep","Q293Distr","Q294Perf","Q2.10.1Comf","Q2.10.2Posi","Q2.10.3Confi","Q2.10.4Be","Q2.10.a.1Care","Q2.10.a.2Boost","Q2.10.a.3Concern","Q2.10.a.4SEst","Q3.5.1Panicky","Q3.5.2Lively","Q3.5.3Confus","Q3.5.4Worn","Q3.5.5Depres","Q3.5.6Down","Q3.5.a.1Annoy","Q3.5.a.2Exhaus","Q3.5.a.3Mix","Q3.5.a.4Sleep","Q3.5.a.5Bitt","Q3.5.a.6Unhap","Q3.5.b.1Worri","Q3.5.b.2Energ","Q3.5.b.3Mis","Q3.5.b.4Muddl","Q3.5.b.5Nerv","Q3.5.b.6Angr","Q3.5.c.1Activ","Q3.5.c.2Anx","Q3.5.c.3BadT","Q3.5.c.4Tire","Q3.5.c.5Alert","Q3.5.c.6Uncer","Q3.6.1Pain","Q3.6.2Fatigue","Q3.6.3Effort","Q3.7Circles","Q3.8.1Connect","Q3.8.2Bond","Q3.8.3.Commit","Q3.9.1Need","Q3.9.2Help","Q3.10.1Cheer","Q3.10.2Able","Q3.10.3.ves","Q3.10.4Listen","Q3.10.5Comfort","Q3.10.a.1Concern","Q3.10.a.2Can","Q3.10.a.3Encourage","Q3.10.a.4Confi","Q3.10.a.5Be","Q3.11.1Indiv","Q3.11.2Team","Q3.12.1IExpect","Q3.12.2TExpect","Q4.5.1Optim","Q4.5.2Use","Q4.5.3Relax","Q4.5.4Intere","Q4.5.5Energ","Q4.5.6Probl","Q4.5.7Clear","Q4.6.1Good","Q4.6.2Close","Q4.6.3Confi","Q4.6.4Mind","Q4.6.5Love","Q4.6.6New","Q4.6.7Cheer","Q4.7Circles","Q4.8.1Close","Q4.8.2Simi","Q4.8.3Talk","Q4.8.4Time","Q4.8.5Things","Q4.8.6Values","Q4.8.6ValuesR","Q4.8.7See","Q4.8.8Like","Q4.8.a.1Personal","Q4.8.a.2Relat","Q4.8.a.3Attit","Q4.8.a.4Opin","Q4.8.a.5Import","Q4.8.a.6EDay","Q4.8.a.7Vsimi","Q4.9.1Connect","Q4.9.2Bond","Q4.9.3Commit","threat_t2","threat_t2_outcome","threat_t2_emotion","challenge_t2","centrality_t2","tension_t2","vigour_t2","confusion_t2","fatigue_t2","depression_t2","anger_t2","tension_t3","vigour_t3","confusion_t3","fatigue_t3","depression_t3","anger_t3","closeness_t2","similarity_t2","eday_centrality_t2","closeness_t4","similarity_t4","eday_centrality_t4","wellbeing_t1","wellbeing_t4","Q251RelyR","Q254CoopR","interdependence_t2","collective_efficacy_t2","perceived_support_t2_emotional","perceived_support_t2_esteem","received_support_t3_emotional","received_support_t3_esteem","bonding_t2","bonding_t3","bonding_t4","phys_diff_t3","peform_satisfaction_t3","peform_satisfaction_expect_t3","experienced_interdependence_t3"
"31",34,"109","Female",35,4,4,4,3,4,4,4,4,5,4,4,4,3,4,2,3,1,0,0,0,0,0,0,1,0,0,1,2,0,0,2,0,2,1,0,1,2,1,5,2,6,6,6,2,6,6,6,7,7,6,3,5,5,6,6,7,6,5,6,6,5,6,6,6,4,3,4,4,4,3,2,2,4,2,4,2,6,7,7,7,5,5,4,5,5,5,5,6,1,2,1,3,0,1,1,2,1,2,0,0,1,2,1,0,1,0,1,1,1,2,1,1,4,6,8,5,5,6,5,5,6,4,3,4,4,4,4,5,5,5,4,4,4,7,7,3,4,3,3,4,4,3,3,4,4,4,4,4,4,5,6,6,7,6,6,5,3,7,6,6,6,6,5,5,6,6,6,7,6,1.85138596392236,1.65508627057494,1.34336402560767,4,2.75,1.5,2.25,0.5,0.5,0,0,1,1.5,0.75,2.25,0.5,0.5,6.33333333333333,5.75,6,5.71428571428571,6,6.66666666666667,4.09090909090909,3.64285714285714,6,6,6,6.75,5,5,4,4.4,0.488943039350057,-0.477655486130606,0.894371438886953,-0.845879492732045,-0.81406487636357,0.151552682363892,-0.585926271034914
"32",35,"109","Female",35,5,4,4,4,3,4,4,5,5,4,5,5,4,5,1,3,0,0,0,0,0,0,0,1,0,0,1,2,0,0,1,0,3,1,0,1,2,0,4,4,4,6,3,1,7,7,7,7,7,7,3,5,6,7,7,7,6,6,7,5,6,7,7,6,5,1,4,5,2,4,1,1,5,3,5,1,6,9,9,5,6,6,6,6,6,6,6,6,0,4,0,2,0,0,0,3,0,1,0,0,0,3,0,0,0,0,3,0,0,4,1,0,8,8,10,4,7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,6,6,4,4,4,4,3,4,4,5,5,4,4,5,4,4,4,7,7,6,7,7,2,6,6,7,6,7,7,7,7,6,6,7,7,7,-0.883224660052351,-0.575812460606224,-0.894902246609634,5,3,1,2.5,0,0.5,0,0,0,2.75,0,2.5,0,0,7,6.5,6,6.85714285714286,6.75,6,4.36363636363636,4.14285714285714,4,7,5.33333333333333,7.25,6,6,5,5,0.897320888592252,0.725133750613645,1.1287035225677,0.786273057500426,0.763848867090582,-0.440959821320345,0.928820936936475
"33",36,"110","Male",35,3,4,3,4,4,4,3,4,3,4,4,3,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,4,0,1,1,3,0,2,0,1,1,2,1,0,2,1,4,2,0,3,2,1,5,3,10,5,5,5,5,5,7,3,3,4,4,4,3,4,5,4,4,4,4,4,3,3,4,4,3,4,3,4,4,3,4,5,4,4,5,5,6,5,7,5,4,5,3,3,6,3,6,5,5,5,2,3,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,2.75,0.5,3,0.75,0.5,NA,NA,NA,5.14285714285714,4.25,4,3.63636363636364,3.85714285714286,NA,NA,NA,NA,NA,NA,3.6,4,NA,-0.792571607257609,-1.2108004314158,-1.26995946408334,-0.81406487636357,-1.93986119345679,-0.0514885423475355
"34",37,"110","Female",35,4,3,4,4,4,4,3,4,5,4,3,4,5,3,1,3,2,0,0,0,0,0,1,1,0,0,1,3,0,1,1,0,3,2,0,1,3,2,4,4,4,6,7,2,6,6,5,6,6,4,4,4,4,6,4,6,4,3,5,2,3,4,5,6,4,2,4,4,3,3,1,1,4,3,5,2,7,8,8,7,5,4,5,4,4,4,5,5,0,3,1,4,0,0,1,3,2,3,0,0,0,2,0,0,1,0,2,0,0,3,3,0,7,8,9,4,5,5,6,5,7,4,3,4,4,3,4,4,4,4,3,4,5,6,7,4,3,4,2,4,4,4,4,4,3,4,4,4,4,4,5,4,4,6,4,3,5,2,6,4,7,4,5,6,2,3,4,5,6,0.530995333327115,0.622298617651574,0.224230889499018,4.25,2.75,1.25,3,1.5,0.5,0,0,0.25,2.5,0.75,3.25,0,0.25,5.5,4,4,5.57142857142857,3.75,2.66666666666667,3.72727272727273,3.71428571428571,4,6,6.33333333333333,7.5,4.5,4.5,3.6,3.8,-0.757194749712828,-0.775370428813382,-0.295538801545315,0.497108935500795,0.055498442182505,-0.127083456552372,-0.0514885423475355
"35",38,"110","Female",35,4,4,4,4,3,4,4,5,5,4,5,4,4,5,1,3,0,1,0,0,0,0,0,1,0,0,1,2,0,0,1,0,2,1,0,1,3,1,4,2,6,6,7,1,7,6,5,5,5,5,2,6,4,6,5,6,5,6,6,5,6,6,6,6,5,2,4,5,2,2,1,1,4,4,5,1,5,6,8,5,3,2,2,2,2,2,2,2,1,4,0,2,0,0,0,2,1,2,0,0,1,3,0,1,1,0,4,1,0,2,0,1,6,5,8,4,6,6,6,6,6,5,2,5,4,4,4,5,5,5,4,5,5,9,8,5,4,5,4,5,4,5,4,4,4,4,4,4,4,4,5,5,5,6,6,4,4,5,6,5,5,5,6,6,4,6,6,6,5,-0.540511538063141,-0.575812460606224,-0.274142508155147,4.75,2.75,1,2.5,0.25,0.75,0,0,1,2.75,0.75,2,0,0,5.66666666666667,5.25,4.66666666666667,5.57142857142857,5.5,4.66666666666667,4.27272727272727,4.28571428571429,6,7,6.66666666666667,6,2.25,2,4.2,4.4,0.226653401321948,-0.173804679944616,0.205850826071004,-0.505299279849758,0.763848867090582,1.02270132496439,-0.0957715313929085
"36",39,"111","Male",35,5,4,4,5,4,5,5,5,5,5,4,5,4,4,2,3,1,3,0,0,0,1,0,1,0,0,1,3,0,1,1,0,3,1,0,1,3,0,5,4,4,6,6,1,7,6,7,7,7,6,3,5,6,7,7,6,6,7,7,5,5,6,6,6,4,4,3,4,2,3,2,3,4,2,3,2,7,9,10,9,6,6,6,6,6,6,6,5,0,3,0,4,0,0,0,3,0,4,0,0,0,2,0,0,1,0,3,0,0,4,3,0,8,9,9,4,7,6,7,6,6,4,4,4,5,4,4,5,5,5,4,4,5,8,7,5,4,4,4,5,5,5,4,4,5,5,5,4,4,5,6,6,7,6,6,3,5,5,6,6,7,5,7,7,5,5,6,6,5,1.61977421746831,1.65508627057494,0.967376968753828,3.75,2.75,1.25,3,0.5,1.5,0,0,0.25,2.75,0,3.75,0,0,6.66666666666667,6,6,6.42857142857143,5.5,5.66666666666667,4.54545454545455,4.5,4,7,6.33333333333333,8.75,6,5.75,4.2,4.6,0.488943039350057,0.410217629486642,0.434570632426333,1.0240210886174,0.055498442182505,0.430188821280156,-0.0957715313929085
"37",40,"111","Male",35,4,4,4,5,3,4,5,5,4,4,5,5,5,4,0,2,0,1,0,0,0,0,0,1,0,0,1,2,0,0,1,0,2,0,0,1,3,1,5,3,5,7,6,2,6,7,6,7,7,6,4,4,6,7,5,7,6,7,7,6,6,7,7,7,5,2,3,4,3,4,2,2,3,4,5,2,8,8,8,5,5,5,5,5,5,5,5,5,1,3,0,3,0,0,0,2,0,2,0,0,0,2,0,0,0,0,1,0,0,2,1,0,7,7,9,5,7,7,7,6,6,3,4,4,4,4,4,4,4,4,4,5,5,9,9,4,4,4,4,4,5,4,4,4,4,4,4,4,4,5,6,6,6,6,6,6,2,6,6,6,6,6,6,6,6,6,6,6,6,1.22151040771152,1.65508627057494,0.224230889499018,4.25,3.25,0.5,2.25,0.25,0.75,0,0,0.25,1.75,0,2.25,0,0,6.66666666666667,6,6.33333333333333,6,6,6,4.18181818181818,4.07142857142857,5,6,6.33333333333333,7.25,5,5,3.8,4,1.46744469811707,1.00530525385891,0.655699372155447,0.259360904383821,0.763848867090582,1.33657768973237,-0.0957715313929085
"38",41,"111","Male",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,1,0,0,0,0,5,2,6,6,2,1,7,6,5,7,7,7,1,7,6,7,4,6,6,6,6,5,5,6,6,6,5,1,5,5,2,4,2,2,5,4,5,1,3,8,8,0,4,5,5,5,4,5,5,5,0,4,0,3,0,0,0,1,0,2,0,0,0,1,0,0,0,0,1,0,0,3,1,0,3,4,9,5,5,5,5,5,5,2,3,3,4,3,3,4,3,4,3,4,3,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.19270958566795,0.456975192317138,-0.894902246609634,5,3.75,0.75,1.75,0,0,0,0,0,1.75,0,2.25,0,0,6,5.75,6,NA,NA,NA,NA,NA,6,7,5,4.75,4.5,5,3,3.4,0.488943039350057,-0.792571607257609,NA,-1.61053967696562,-1.68362819490964,-0.719595960236609,-1.12036399972229
"39",42,"111","Male",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,0,0,2,0,5,2,6,4,5,2,6,6,5,6,6,6,4,4,7,7,6,6,6,6,6,5,5,3,5,7,3,2,2,4,2,3,1,1,4,2,4,1,4,8,8,5,5,5,5,5,5,5,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,5,5,8,5,6,6,6,7,7,5,5,5,4,4,5,5,5,5,5,4,5,9,9,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,6,6,6,2,6,6,6,5,6,5,6,5,5,6,6,6,-0.540511538063141,-0.575812460606224,-0.274142508155147,3.75,2,0.25,1.75,0,0,0,0,0,2.5,0,0,0,0,6.16666666666667,5.5,6,5.71428571428571,5.75,5.66666666666667,NA,4,6,6,5,6.25,5,5,4.6,5,-0.50025160395248,0.106366823300652,0.426979565800118,-0.794463401849389,0.055498442182505,1.33657768973237,0.928820936936475
"40",43,"111","Male",35,4,4,4,4,3,3,3,4,4,4,4,4,4,4,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,1,2,1,5,5,3,5,7,1,7,7,7,7,7,7,1,7,7,7,5,7,7,6,7,6,7,7,7,7,5,1,3,5,2,4,1,2,5,3,4,1,7,10,10,7,4,6,6,6,5,5,5,6,0,1,0,3,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,2,0,0,4,5,8,5,6,6,6,6,4,3,3,5,4,4,1,5,5,5,3,5,5,8,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,6,6,6,6,6,1,7,7,6,5,6,6,6,6,6,6,6,6,6,-0.883224660052351,-0.575812460606224,-0.894902246609634,4.75,3,0.25,1.75,0.25,0.25,0,0,0,0.75,0,1.75,0,0,6.66666666666667,7,6.66666666666667,5.85714285714286,6,6.33333333333333,3.72727272727273,4,3,7,6.33333333333333,8.5,5,5.75,3,4.6,1.46744469811707,0.106366823300652,0.655699372155447,-1.08362752384902,0.763848867090582,0.74406518604813,-1.16464698876766
"41",44,"112","Female",35,4,3,2,4,4,3,3,4,5,4,4,5,4,4,1,3,0,1,0,0,0,0,1,1,0,0,2,3,0,1,2,0,2,2,0,1,3,1,5,3,5,5,6,2,6,5,4,6,6,6,2,6,5,7,4,5,5,6,5,5,4,6,7,7,4,3,4,5,4,4,1,1,4,3,5,1,5,7,8,5,5,4,4,6,6,5,6,5,0,1,0,4,0,0,0,4,0,3,0,0,0,1,0,0,0,0,1,0,0,4,2,0,6,6,8,5,7,7,7,7,6,4,4,3,5,5,4,5,4,4,3,5,5,8,9,4,3,3,5,5,3,3,3,4,3,3,5,4,4,5,4,4,4,5,4,2,6,4,6,3,6,3,6,6,5,2,5,6,6,0.376526452369331,-0.575812460606224,1.34336402560767,4.5,3,1.75,2.75,0.75,0.75,0,0,0,1.25,0,3.75,0,0,5.33333333333333,4.75,5.33333333333333,5.14285714285714,3.25,4.33333333333333,3.63636363636364,3.71428571428571,5,6,5.66666666666667,6.25,5.75,4.5,4.2,4,1.1542640343526,1.00530525385891,0.413776221848484,-0.267551248732784,0.763848867090582,1.0579415508161,0.394383208249097
"42",45,"112","Male",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,0,0,0,0,0,0,0,1,0,0,2,3,0,0,2,0,2,1,0,0,1,1,4,3,5,7,7,2,6,4,3,4,4,3,5,3,3,6,3,5,4,6,7,3,2,5,4,5,4,2,3,5,3,2,1,1,5,2,5,1,6,9,10,10,3,2,3,4,3,4,5,2,1,4,0,4,0,0,0,2,0,2,0,0,0,4,0,0,0,0,1,1,0,0,0,0,6,4,10,4,5,5,5,7,7,5,5,5,5,5,3,3,3,3,3,5,5,9,8,5,5,5,5,5,5,5,5,4,5,5,5,3,5,4,5,5,4,5,4,6,2,4,7,7,4,5,7,6,4,4,5,7,5,-0.25334910384151,-0.575812460606224,0.224230889499018,4.75,2,1.5,2.25,0.25,0.25,0,0,0.5,2.25,0,2,0,0,4.83333333333333,3,3.33333333333333,5.85714285714286,4.5,4,NA,4.78571428571429,5,6,6.66666666666667,8.75,3.75,2.75,4.2,3.8,-1.1093350809509,-1.07274311050288,0.202599742495546,-0.743047310966732,0.763848867090582,1.02270132496439,0.928820936936475
"43",46,"113","Male",35,3,4,3,3,2,4,4,4,4,4,5,4,3,4,0,2,1,1,0,0,0,0,0,1,0,0,0,3,0,0,1,0,2,0,0,1,3,1,3,3,5,6,6,2,6,5,4,4,5,5,4,4,5,6,2,5,6,6,5,4,4,5,5,5,5,2,4,5,2,3,1,3,4,2,4,1,7,8,8,7,4,6,6,5,4,5,5,5,0,3,1,4,0,0,0,4,0,3,0,0,0,2,0,0,0,0,2,0,0,3,3,0,7,7,10,4,5,5,5,6,6,4,4,4,4,3,5,5,5,5,5,5,5,6,5,4,3,5,3,4,5,4,5,4,3,5,4,3,4,3,5,5,4,6,4,6,2,4,5,3,5,5,6,6,3,3,5,5,5,-0.540511538063141,-0.575812460606224,-0.274142508155147,4.5,3,0.25,2.5,0.5,0.75,0,0,0,2.5,0.25,3.5,0,0,4.66666666666667,4.75,4.33333333333333,5.14285714285714,4.25,3.66666666666667,3.72727272727273,4,5,6,6,7.5,4.5,5.5,4.2,4.6,-1.01413789547318,-1.07274311050288,-0.503464197322795,0.259360904383821,0.763848867090582,-0.754836186088318,-0.0957715313929085
"44",47,"113","Female",35,4,4,4,4,3,5,4,4,4,4,4,4,4,4,0,2,0,1,0,0,0,0,0,4,3,0,0,3,0,0,0,0,4,0,0,0,0,0,4,1,7,7,7,4,4,4,3,4,5,4,6,2,7,5,2,4,6,7,7,3,2,4,4,7,5,1,1,5,1,1,1,1,5,1,5,1,10,10,10,10,6,6,6,6,6,6,6,6,0,4,0,2,0,0,0,2,0,2,0,0,0,2,0,0,0,0,1,0,0,2,2,0,8,6,10,5,7,7,7,5,7,5,5,5,5,5,5,5,5,5,5,3,5,5,5,4,4,3,3,2,4,4,4,4,4,4,4,4,4,4,6,6,3,5,4,2,6,2,5,3,4,4,6,6,2,3,4,4,4,-1.17038709427398,-0.575812460606224,-1.3932756442638,5,1,0,2.25,0,1.25,0,1,0,2.25,0,2,0,0,4.5,3.75,4.66666666666667,5,4.25,2.33333333333333,4,3.71428571428571,7,4,6,10,6,6,5,5,-0.806847401721947,1.00530525385891,-0.976468347735049,0.310776995266478,-0.652851982725572,-1.03347232500458,-0.0514885423475355
"45",48,"113","Male",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,0,0,2,1,1,1,1,1,1,2,0,1,1,0,3,3,1,1,3,2,5,4,4,7,7,1,7,7,6,7,6,5,4,4,7,6,4,7,7,6,7,5,5,6,5,6,5,2,4,5,4,4,2,3,4,4,4,2,8,9,9,8,4,4,4,4,4,4,4,4,0,3,1,4,0,0,0,4,1,3,0,0,0,1,0,0,0,0,2,0,0,3,2,1,8,8,9,5,7,6,7,6,5,4,4,4,3,3,2,4,4,4,4,5,5,5,5,3,3,4,2,3,4,4,4,3,4,4,3,4,4,5,6,5,6,5,5,5,3,4,4,3,6,5,5,5,3,4,6,5,5,1.50867284193315,1.65508627057494,0.722604287153182,4.5,3.75,1.5,2.5,1.25,1,0.25,1.33333333333333,0,2,0.75,3.5,0,0,6.16666666666667,5.75,6.33333333333333,4.85714285714286,4.75,4.33333333333333,NA,3.5,4,7,7,8.5,4,4,3.2,4,0.131456215844226,0.690389132731911,0.195898565694828,0.786273057500426,0.763848867090582,-1.03347232500458,-0.630209260080287
"46",49,"113","Male",35,4,3,4,3,4,3,4,4,5,4,4,4,2,4,1,2,1,0,1,0,0,0,0,3,0,0,1,3,1,1,2,0,3,0,0,3,2,0,5,1,7,6,7,1,7,6,3,5,5,2,6,2,5,7,5,7,4,5,6,1,2,5,6,7,4,2,5,5,1,3,1,1,5,3,5,1,7,10,10,6,5,5,5,5,5,6,6,6,1,4,0,4,0,0,0,4,0,1,0,0,0,2,0,0,1,0,2,0,0,4,0,0,7,3,10,5,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,7,8,4,3,4,4,4,4,4,3,4,4,4,4,3,5,5,6,4,7,5,3,6,2,3,6,5,5,4,6,6,1,3,5,5,6,-0.827673972284772,-0.575812460606224,-0.772515905809311,4.75,3,1,2.5,0.5,1.5,0.5,0,0.5,2,0,3.25,0,0,6,2.75,3.66666666666667,5.57142857142857,3.5,3.66666666666667,3.90909090909091,3.85714285714286,7,7,6.66666666666667,8.25,5.25,5.5,5,5,0.483596547082296,0.106366823300652,0.175104155116978,-0.691631220084076,0.763848867090582,0.465429047131865,-0.630209260080287
"47",50,"113","Female",35,3,2,4,4,4,3,3,4,4,4,3,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.36363636363636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",51,"114","Male",35,5,4,4,5,4,4,4,5,5,5,5,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,4,0,2,4,3,1,3,3,1,2,3,1,1,1,3,3,1,4,3,2,1,5,5,10,4,5,5,5,6,5,2,2,2,2,2,3,2,2,2,2,4,3,4,4,4,4,4,4,4,3,3,3,2,4,4,3,5,2,3,4,3,3,2,4,6,2,4,3,1,2,2,5,4,3,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.25,2.5,1,3.25,1,3.5,NA,NA,NA,3,2.75,3.33333333333333,4.45454545454545,3.5,NA,NA,NA,NA,NA,NA,2.2,2,NA,-1.07274311050288,-2.60863606762555,-0.794463401849389,-1.68362819490964,-1.62598482868882,-0.630209260080287
"49",52,"114","Male",35,4,4,4,4,3,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.90909090909091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",53,"115","Male",35,4,4,3,3,3,3,4,3,3,4,5,4,4,3,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,5,7,1,7,7,2,6,6,6,5,5,5,6,2,6,6,3,6,6,6,5,1,4,5,5,5,5,2,5,5,2,5,1,2,5,5,5,1,10,10,10,10,5,6,6,6,5,6,5,5,0,0,0,4,0,0,1,4,3,4,1,2,0,0,1,0,0,0,0,0,1,4,2,0,6,9,10,5,6,6,5,6,7,4,2,4,4,1,4,5,5,4,4,4,3,6,3,4,4,3,3,2,3,4,4,3,4,4,4,4,4,5,5,5,2,3,3,3,5,2,2,1,2,2,3,2,1,2,2,1,3,-0.540511538063141,-0.575812460606224,-0.274142508155147,5,4.25,0,2.75,0,0,0,0,0,0.5,0.75,4,0.75,0.75,5.16666666666667,5.25,4,2.57142857142857,3,1.66666666666667,3.54545454545455,3.57142857142857,1,6,6.66666666666667,10,5.25,5.75,3.4,4,-0.489558619416958,-0.191005858388844,-2.16873978191728,0.445692844618139,-1.68362819490964,-1.38258891562426,0.43866619729447
